<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>,<OI>
NN_VNINDEX,20081223,84320,11540100,8165406,205270,1760553000,2226181000
NN_HNX-INDEX,20081222,84320,6530700,220000,205270,1760553000,2226181000
NN_VNINDEX,20081222,84320,10463800,4518100,205270,1760553000,2226181000
NN_HNX-INDEX,20081219,84320,6394300,535700,205270,1760553000,2226181000
NN_VNINDEX,20081219,84320,10763720,4502080,205270,1760553000,2226181000
NN_HNX-INDEX,20081218,84320,5457200,376000,205270,1760553000,2226181000
NN_VNINDEX,20081218,84320,10140760,1780000,205270,1760553000,2226181000
NN_HNX-INDEX,20081217,84320,6946200,155000,205270,1760553000,2226181000
NN_VNINDEX,20081217,84320,10509610,4582000,205270,1760553000,2226181000
NN_HNX-INDEX,20081216,84320,6790400,316000,205270,1760553000,2226181000
NN_VNINDEX,20081216,84320,11430030,600170,205270,1760553000,2226181000
NN_HNX-INDEX,20081215,84320,8595700,785000,205270,1760553000,2226181000
NN_VNINDEX,20081215,84320,9362850,483350,205270,1760553000,2226181000
NN_HNX-INDEX,20081212,84320,8238600,252500,205270,1760553000,2226181000
NN_VNINDEX,20081212,84320,11186550,593840,205270,1760553000,2226181000
NN_HNX-INDEX,20081211,84320,6106300,41428,205270,1760553000,2226181000
NN_VNINDEX,20081211,84320,7254460,130000,205270,1760553000,2226181000
NN_HNX-INDEX,20081210,84320,5227000,830000,205270,1760553000,2226181000
NN_VNINDEX,20081210,84320,6999430,793180,205270,1760553000,2226181000
NN_HNX-INDEX,20081209,84320,5992300,28000,205270,1760553000,2226181000
NN_VNINDEX,20081209,84320,8266370,601500,205270,1760553000,2226181000
NN_HNX-INDEX,20081208,84320,6215800,168400,205270,1760553000,2226181000
NN_VNINDEX,20081208,84320,9817210,2182850,205270,1760553000,2226181000
NN_HNX-INDEX,20081205,84320,6387800,45700,205270,1760553000,2226181000
NN_VNINDEX,20081205,84320,9960810,29985,205270,1760553000,2226181000
NN_HNX-INDEX,20081204,84320,6273400,15000,205270,1760553000,2226181000
NN_VNINDEX,20081204,84320,9529320,765000,205270,1760553000,2226181000
NN_HNX-INDEX,20081203,84320,5940900,325798,205270,1760553000,2226181000
NN_VNINDEX,20081203,84320,7526120,721075,205270,1760553000,2226181000
NN_HNX-INDEX,20081202,84320,4941300,106000,205270,1760553000,2226181000
NN_VNINDEX,20081202,84320,7442530,732760,205270,1760553000,2226181000
NN_HNX-INDEX,20081201,84320,6806900,0,205270,1760553000,2226181000
NN_VNINDEX,20081201,84320,9996430,800236,205270,1760553000,2226181000
NN_HNX-INDEX,20081128,84320,9243200,416700,205270,1760553000,2226181000
NN_VNINDEX,20081128,84320,11575470,725535,205270,1760553000,2226181000
NN_HNX-INDEX,20081127,84320,7014500,552600,205270,1760553000,2226181000
NN_VNINDEX,20081127,84320,12054370,766210,205270,1760553000,2226181000
NN_HNX-INDEX,20081126,84320,7469800,183200,205270,1760553000,2226181000
NN_VNINDEX,20081126,84320,9566850,2176320,205270,1760553000,2226181000
NN_HNX-INDEX,20081125,84320,5281800,202000,205270,1760553000,2226181000
NN_VNINDEX,20081125,84320,10384120,718033,205270,1760553000,2226181000
NN_HNX-INDEX,20081124,84320,5676300,1869600,205270,1760553000,2226181000
NN_VNINDEX,20081124,84320,11031670,1936040,205270,1760553000,2226181000
NN_HNX-INDEX,20081121,84320,6733600,65600,205270,1760553000,2226181000
NN_VNINDEX,20081121,84320,15586400,1396970,205270,1760553000,2226181000
NN_HNX-INDEX,20081120,84320,7309600,221995,205270,1760553000,2226181000
NN_VNINDEX,20081120,84320,13949080,1365300,205270,1760553000,2226181000
NN_HNX-INDEX,20081119,84320,6361700,68800,205270,1760553000,2226181000
NN_VNINDEX,20081119,84320,8850100,905000,205270,1760553000,2226181000
NN_HNX-INDEX,20081118,84320,7500300,31079,205270,1760553000,2226181000
NN_VNINDEX,20081118,84320,9797510,2087067,205270,1760553000,2226181000
NN_HNX-INDEX,20081117,84320,4690600,13600,205270,1760553000,2226181000
NN_VNINDEX,20081117,84320,8717380,1875000,205270,1760553000,2226181000
NN_HNX-INDEX,20081114,84320,7927000,40000,205270,1760553000,2226181000
NN_VNINDEX,20081114,84320,13090700,745000,205270,1760553000,2226181000
NN_HNX-INDEX,20081113,84320,7353000,122700,205270,1760553000,2226181000
NN_VNINDEX,20081113,84320,13113660,1335000,205270,1760553000,2226181000
NN_HNX-INDEX,20081112,84320,10531400,296000,205270,1760553000,2226181000
NN_VNINDEX,20081112,84320,11596480,3083260,205270,1760553000,2226181000
NN_HNX-INDEX,20081111,84320,8181300,98165,205270,1760553000,2226181000
NN_VNINDEX,20081111,84320,13944010,1682150,205270,1760553000,2226181000
NN_HNX-INDEX,20081110,84320,9517200,54800,205270,1760553000,2226181000
NN_VNINDEX,20081110,84320,14800470,1196150,205270,1760553000,2226181000
NN_HNX-INDEX,20081107,84320,12263100,89900,205270,1760553000,2226181000
NN_VNINDEX,20081107,84320,16803770,77000,205270,1760553000,2226181000
NN_HNX-INDEX,20081106,84320,19623100,659000,205270,1760553000,2226181000
NN_VNINDEX,20081106,84320,28978580,645820,205270,1760553000,2226181000
NN_HNX-INDEX,20081105,84320,8165100,1029800,205270,1760553000,2226181000
NN_VNINDEX,20081105,84320,14597490,906000,205270,1760553000,2226181000
NN_HNX-INDEX,20081104,84320,7690000,58100,205270,1760553000,2226181000
NN_VNINDEX,20081104,84320,17931470,946110,205270,1760553000,2226181000
NN_HNX-INDEX,20081103,84320,8499700,50000,205270,1760553000,2226181000
NN_VNINDEX,20081103,84320,15168130,2225300,205270,1760553000,2226181000
NN_HNX-INDEX,20081031,84320,7900800,50700,205270,1760553000,2226181000
NN_VNINDEX,20081031,84320,11841670,2349200,205270,1760553000,2226181000
NN_HNX-INDEX,20081030,84320,7429500,20300,205270,1760553000,2226181000
NN_VNINDEX,20081030,84320,15482080,1644900,205270,1760553000,2226181000
NN_HNX-INDEX,20081029,84320,10648700,108000,205270,1760553000,2226181000
NN_VNINDEX,20081029,84320,19438910,2681400,205270,1760553000,2226181000
NN_HNX-INDEX,20081028,84320,9733100,50000,205270,1760553000,2226181000
NN_VNINDEX,20081028,84320,15414820,1749800,205270,1760553000,2226181000
NN_HNX-INDEX,20081027,84320,7621200,50000,205270,1760553000,2226181000
NN_VNINDEX,20081027,84320,11916940,1466000,205270,1760553000,2226181000
NN_HNX-INDEX,20081024,84320,7414400,1293000,205270,1760553000,2226181000
NN_VNINDEX,20081024,84320,11515800,118000,205270,1760553000,2226181000
NN_HNX-INDEX,20081023,84320,8059700,302500,205270,1760553000,2226181000
NN_VNINDEX,20081023,84320,12392000,747270,205270,1760553000,2226181000
NN_HNX-INDEX,20081022,84320,5274900,781874,205270,1760553000,2226181000
NN_VNINDEX,20081022,84320,9635690,265000,205270,1760553000,2226181000
NN_HNX-INDEX,20081021,84320,7898400,226700,205270,1760553000,2226181000
NN_VNINDEX,20081021,84320,14945820,233359,205270,1760553000,2226181000
NN_HNX-INDEX,20081020,84320,5646500,378500,205270,1760553000,2226181000
NN_VNINDEX,20081020,84320,10296200,306000,205270,1760553000,2226181000
NN_HNX-INDEX,20081017,84320,6131700,17000,205270,1760553000,2226181000
NN_VNINDEX,20081017,84320,10877850,282000,205270,1760553000,2226181000
NN_HNX-INDEX,20081016,84320,7884000,42550,205270,1760553000,2226181000
NN_VNINDEX,20081016,84320,12332640,4163100,205270,1760553000,2226181000
NN_HNX-INDEX,20081015,84320,13867300,156100,205270,1760553000,2226181000
NN_VNINDEX,20081015,84320,23747270,338190,205270,1760553000,2226181000
NN_HNX-INDEX,20081014,84320,2412200,1117200,205270,1760553000,2226181000
NN_VNINDEX,20081014,84320,8214550,854680,205270,1760553000,2226181000
NN_HNX-INDEX,20081013,84320,6610900,243000,205270,1760553000,2226181000
NN_VNINDEX,20081013,84320,12501440,282000,205270,1760553000,2226181000
NN_HNX-INDEX,20081010,84320,7745600,669000,205270,1760553000,2226181000
NN_VNINDEX,20081010,84320,15673590,374470,205270,1760553000,2226181000
NN_HNX-INDEX,20081009,84320,13853100,80800,205270,1760553000,2226181000
NN_VNINDEX,20081009,84320,20550390,460790,205270,1760553000,2226181000
NN_HNX-INDEX,20081008,84320,9788000,293000,205270,1760553000,2226181000
NN_VNINDEX,20081008,84320,14252100,450000,205270,1760553000,2226181000
NN_HNX-INDEX,20081007,84320,6938800,113800,205270,1760553000,2226181000
NN_VNINDEX,20081007,84320,9634280,490000,205270,1760553000,2226181000
NN_HNX-INDEX,20081006,84320,8088200,182200,205270,1760553000,2226181000
NN_VNINDEX,20081006,84320,13695670,560000,205270,1760553000,2226181000
NN_HNX-INDEX,20081003,84320,7489500,184100,205270,1760553000,2226181000
NN_VNINDEX,20081003,84320,10182880,1892920,205270,1760553000,2226181000
NN_HNX-INDEX,20081002,84320,10180000,332500,205270,1760553000,2226181000
NN_VNINDEX,20081002,84320,14125430,1041028,205270,1760553000,2226181000
NN_HNX-INDEX,20081001,84320,11075900,382700,205270,1760553000,2226181000
NN_VNINDEX,20081001,84320,18501690,413000,205270,1760553000,2226181000
NN_HNX-INDEX,20080930,84320,1762000,4729900,205270,1760553000,2226181000
NN_VNINDEX,20080930,84320,4028610,383000,205270,1760553000,2226181000
NN_HNX-INDEX,20080929,84320,10530500,482000,205270,1760553000,2226181000
NN_VNINDEX,20080929,84320,18211300,242940,205270,1760553000,2226181000
NN_HNX-INDEX,20080926,84320,13159700,233100,205270,1760553000,2226181000
NN_VNINDEX,20080926,84320,21646310,185290,205270,1760553000,2226181000
NN_HNX-INDEX,20080925,84320,10486100,204800,205270,1760553000,2226181000
NN_VNINDEX,20080925,84320,17035000,530660,205270,1760553000,2226181000
NN_HNX-INDEX,20080924,84320,7824000,322000,205270,1760553000,2226181000
NN_VNINDEX,20080924,84320,12838380,1161330,205270,1760553000,2226181000
NN_HNX-INDEX,20080923,84320,19527000,420000,205270,1760553000,2226181000
NN_VNINDEX,20080923,84320,37296700,1070000,205270,1760553000,2226181000
NN_HNX-INDEX,20080922,84320,2597000,855000,205270,1760553000,2226181000
NN_VNINDEX,20080922,84320,7469270,6730573,205270,1760553000,2226181000
NN_HNX-INDEX,20080919,84320,11554900,95000,205270,1760553000,2226181000
NN_VNINDEX,20080919,84320,23006060,2115300,205270,1760553000,2226181000
NN_HNX-INDEX,20080918,84320,3310200,491000,205270,1760553000,2226181000
NN_VNINDEX,20080918,84320,9997780,2155847,205270,1760553000,2226181000
NN_HNX-INDEX,20080917,84320,7612100,304700,205270,1760553000,2226181000
NN_VNINDEX,20080917,84320,13520670,80550,205270,1760553000,2226181000
NN_HNX-INDEX,20080916,84320,8502500,618100,205270,1760553000,2226181000
NN_VNINDEX,20080916,84320,15612530,438617,205270,1760553000,2226181000
NN_HNX-INDEX,20080915,84320,18801900,838300,205270,1760553000,2226181000
NN_VNINDEX,20080915,84320,28895380,1784440,205270,1760553000,2226181000
NN_HNX-INDEX,20080912,84320,5819200,515800,205270,1760553000,2226181000
NN_VNINDEX,20080912,84320,14209980,133050,205270,1760553000,2226181000
NN_HNX-INDEX,20080911,84320,8144100,715200,205270,1760553000,2226181000
NN_VNINDEX,20080911,84320,15818230,135000,205270,1760553000,2226181000
NN_HNX-INDEX,20080910,84320,12190000,799000,205270,1760553000,2226181000
NN_VNINDEX,20080910,84320,26037190,131000,205270,1760553000,2226181000
NN_HNX-INDEX,20080909,84320,15466400,471500,205270,1760553000,2226181000
NN_VNINDEX,20080909,84320,28118610,321600,205270,1760553000,2226181000
NN_HNX-INDEX,20080908,84320,22057000,651500,205270,1760553000,2226181000
NN_VNINDEX,20080908,84320,34175000,994400,205270,1760553000,2226181000
NN_HNX-INDEX,20080905,84320,15865800,892900,205270,1760553000,2226181000
NN_VNINDEX,20080905,84320,19832940,1153830,205270,1760553000,2226181000
NN_HNX-INDEX,20080904,84320,14763600,649000,205270,1760553000,2226181000
NN_VNINDEX,20080904,84320,28536610,1988490,205270,1760553000,2226181000
NN_HNX-INDEX,20080903,84320,6144800,527200,205270,1760553000,2226181000
NN_VNINDEX,20080903,84320,16118760,768140,205270,1760553000,2226181000
NN_HNX-INDEX,20080829,84320,17802800,323500,205270,1760553000,2226181000
NN_VNINDEX,20080829,84320,30771040,1408870,205270,1760553000,2226181000
NN_HNX-INDEX,20080828,84320,19492000,461800,205270,1760553000,2226181000
NN_VNINDEX,20080828,84320,35355960,1441300,205270,1760553000,2226181000
NN_HNX-INDEX,20080827,84320,19056900,1494500,205270,1760553000,2226181000
NN_VNINDEX,20080827,84320,28847870,2333040,205270,1760553000,2226181000
NN_HNX-INDEX,20080826,84320,6144100,725500,205270,1760553000,2226181000
NN_VNINDEX,20080826,84320,15598530,2450030,205270,1760553000,2226181000
NN_HNX-INDEX,20080825,84320,7605200,611900,205270,1760553000,2226181000
NN_VNINDEX,20080825,84320,18926500,2315122,205270,1760553000,2226181000
NN_HNX-INDEX,20080822,84320,10472800,668580,205270,1760553000,2226181000
NN_VNINDEX,20080822,84320,21493410,816080,205270,1760553000,2226181000
NN_HNX-INDEX,20080821,84320,11492800,269800,205270,1760553000,2226181000
NN_VNINDEX,20080821,84320,23831770,662610,205270,1760553000,2226181000
NN_HNX-INDEX,20080820,84320,13693500,260600,205270,1760553000,2226181000
NN_VNINDEX,20080820,84320,30560540,824706,205270,1760553000,2226181000
NN_HNX-INDEX,20080819,84320,16516900,459200,205270,1760553000,2226181000
NN_VNINDEX,20080819,84320,32034240,668970,205270,1760553000,2226181000
NN_HNX-INDEX,20080818,84320,9817300,306200,205270,1760553000,2226181000
NN_VNINDEX,20080818,84320,16903560,722780,205270,1760553000,2226181000
NN_HNX-INDEX,20080815,84320,2522300,557200,205270,1760553000,2226181000
NN_VNINDEX,20080815,84320,8824290,1586460,205270,1760553000,2226181000
NN_HNX-INDEX,20080814,84320,8807600,193000,205270,1760553000,2226181000
NN_VNINDEX,20080814,84320,18550500,631000,205270,1760553000,2226181000
NN_HNX-INDEX,20080813,84320,9341400,60000,205270,1760553000,2226181000
NN_VNINDEX,20080813,84320,19909170,123460,205270,1760553000,2226181000
NN_HNX-INDEX,20080812,84320,11706900,319300,205270,1760553000,2226181000
NN_VNINDEX,20080812,84320,21698800,241600,205270,1760553000,2226181000
NN_HNX-INDEX,20080811,84320,2911700,209300,205270,1760553000,2226181000
NN_VNINDEX,20080811,84320,13040980,672000,205270,1760553000,2226181000
NN_HNX-INDEX,20080808,84320,6383200,212500,205270,1760553000,2226181000
NN_VNINDEX,20080808,84320,13855730,374590,205270,1760553000,2226181000
NN_HNX-INDEX,20080807,84320,8648100,120300,205270,1760553000,2226181000
NN_VNINDEX,20080807,84320,16138900,670000,205270,1760553000,2226181000
NN_HNX-INDEX,20080806,84320,11206800,94800,205270,1760553000,2226181000
NN_VNINDEX,20080806,84320,15685970,210685,205270,1760553000,2226181000
NN_HNX-INDEX,20080805,84320,3986000,171500,205270,1760553000,2226181000
NN_VNINDEX,20080805,84320,9914390,127280,205270,1760553000,2226181000
NN_HNX-INDEX,20080804,84320,4047100,501000,205270,1760553000,2226181000
NN_VNINDEX,20080804,84320,11514420,546535,205270,1760553000,2226181000
NN_HNX-INDEX,20080801,84320,5145800,120500,205270,1760553000,2226181000
NN_VNINDEX,20080801,84320,11136740,467000,205270,1760553000,2226181000
NN_HNX-INDEX,20080731,84320,6238600,180500,205270,1760553000,2226181000
NN_VNINDEX,20080731,84320,12261080,902770,205270,1760553000,2226181000
NN_HNX-INDEX,20080730,84320,9874800,72200,205270,1760553000,2226181000
NN_VNINDEX,20080730,84320,19066860,204146,205270,1760553000,2226181000
NN_HNX-INDEX,20080729,84320,7836700,166800,205270,1760553000,2226181000
NN_VNINDEX,20080729,84320,13066180,896193,205270,1760553000,2226181000
NN_HNX-INDEX,20080728,84320,9375800,58000,205270,1760553000,2226181000
NN_VNINDEX,20080728,84320,13393330,828800,205270,1760553000,2226181000
NN_HNX-INDEX,20080725,84320,4361100,389280,205270,1760553000,2226181000
NN_VNINDEX,20080725,84320,8888450,280000,205270,1760553000,2226181000
NN_HNX-INDEX,20080724,84320,12630800,289800,205270,1760553000,2226181000
NN_VNINDEX,20080724,84320,22557110,384520,205270,1760553000,2226181000
NN_HNX-INDEX,20080723,84320,4371500,76400,205270,1760553000,2226181000
NN_VNINDEX,20080723,84320,1644530,369160,205270,1760553000,2226181000
NN_HNX-INDEX,20080722,84320,314500,131600,205270,1760553000,2226181000
NN_VNINDEX,20080722,84320,1647240,899740,205270,1760553000,2226181000
NN_HNX-INDEX,20080721,84320,5256600,30900,205270,1760553000,2226181000
NN_VNINDEX,20080721,84320,14105170,1981050,205270,1760553000,2226181000
NN_HNX-INDEX,20080718,84320,15797000,70400,205270,1760553000,2226181000
NN_VNINDEX,20080718,84320,25846350,806205,205270,1760553000,2226181000
NN_HNX-INDEX,20080717,84320,3883400,379900,205270,1760553000,2226181000
NN_VNINDEX,20080717,84320,12929800,1048934,205270,1760553000,2226181000
NN_HNX-INDEX,20080716,84320,18923500,394400,205270,1760553000,2226181000
NN_VNINDEX,20080716,84320,33479690,649990,205270,1760553000,2226181000
NN_HNX-INDEX,20080715,84320,2574800,530400,205270,1760553000,2226181000
NN_VNINDEX,20080715,84320,9657160,690200,205270,1760553000,2226181000
NN_HNX-INDEX,20080714,84320,3616900,399444,205270,1760553000,2226181000
NN_VNINDEX,20080714,84320,7858730,625760,205270,1760553000,2226181000
NN_HNX-INDEX,20080711,84320,4615200,315400,205270,1760553000,2226181000
NN_VNINDEX,20080711,84320,11435280,613130,205270,1760553000,2226181000
NN_HNX-INDEX,20080710,84320,4467900,185900,205270,1760553000,2226181000
NN_VNINDEX,20080710,84320,12280500,575000,205270,1760553000,2226181000
NN_HNX-INDEX,20080709,84320,5915100,50000,205270,1760553000,2226181000
NN_VNINDEX,20080709,84320,14047760,1678750,205270,1760553000,2226181000
NN_HNX-INDEX,20080708,84320,11292100,175500,205270,1760553000,2226181000
NN_VNINDEX,20080702,84320,12976090,2277360,205270,1760553000,2226181000
NN_HNX-INDEX,20080701,84320,3648100,205600,205270,1760553000,2226181000
NN_VNINDEX,20080701,84320,8021730,349880,205270,1760553000,2226181000
NN_VNINDEX,20080513,84320,1041790,274600,205270,1760553000,2226181000
NN_HNX-INDEX,20080512,84320,538400,20000,205270,1760553000,2226181000
NN_VNINDEX,20080512,84320,2156610,356052,205270,1760553000,2226181000
NN_HNX-INDEX,20080509,84320,1157600,33400,205270,1760553000,2226181000
NN_VNINDEX,20080509,84320,2739340,722410,205270,1760553000,2226181000
NN_HNX-INDEX,20080508,84320,776100,22600,205270,1760553000,2226181000
NN_VNINDEX,20080508,84320,4312830,232790,205270,1760553000,2226181000
NN_HNX-INDEX,20080507,84320,1145600,161900,205270,1760553000,2226181000
NN_VNINDEX,20080507,84320,5898390,101480,205270,1760553000,2226181000
NN_HNX-INDEX,20080506,84320,1933800,74100,205270,1760553000,2226181000
NN_VNINDEX,20080506,84320,4989110,1070545,205270,1760553000,2226181000
NN_HNX-INDEX,20080505,84320,1863600,15000,205270,1760553000,2226181000
NN_VNINDEX,20080505,84320,4725790,513000,205270,1760553000,2226181000
NN_HNX-INDEX,20080429,84320,3160700,95200,205270,1760553000,2226181000
NN_VNINDEX,20080429,84320,8894480,457000,205270,1760553000,2226181000
NN_HNX-INDEX,20080428,84320,3544500,115000,205270,1760553000,2226181000
NN_VNINDEX,20080428,84320,8410120,330950,205270,1760553000,2226181000
NN_HNX-INDEX,20080425,84320,2970600,12000,205270,1760553000,2226181000
NN_VNINDEX,20080425,84320,6838240,350000,205270,1760553000,2226181000
NN_HNX-INDEX,20080424,84320,4778600,65000,205270,1760553000,2226181000
NN_VNINDEX,20080424,84320,6461260,100000,205270,1760553000,2226181000
NN_HNX-INDEX,20080423,84320,1932900,16000,205270,1760553000,2226181000
NN_VNINDEX,20080423,84320,4324350,1032960,205270,1760553000,2226181000
NN_HNX-INDEX,20080422,84320,2399400,70000,205270,1760553000,2226181000
NN_VNINDEX,20080422,84320,4028030,708410,205270,1760553000,2226181000
NN_HNX-INDEX,20080421,84320,2727300,0,205270,1760553000,2226181000
NN_VNINDEX,20080421,84320,4993620,736220,205270,1760553000,2226181000
NN_HNX-INDEX,20080418,84320,3696800,0,205270,1760553000,2226181000
NN_VNINDEX,20080418,84320,9533570,448550,205270,1760553000,2226181000
NN_HNX-INDEX,20080417,84320,7327400,117000,205270,1760553000,2226181000
NN_VNINDEX,20080417,84320,11660700,680000,205270,1760553000,2226181000
NN_HNX-INDEX,20080416,84320,1904600,5000,205270,1760553000,2226181000
NN_VNINDEX,20080416,84320,5543290,494320,205270,1760553000,2226181000
NN_HNX-INDEX,20080411,84320,2136300,50700,205270,1760553000,2226181000
NN_VNINDEX,20080411,84320,7557750,1085400,205270,1760553000,2226181000
NN_HNX-INDEX,20080410,84320,812600,198800,205270,1760553000,2226181000
NN_VNINDEX,20080410,84320,8146560,249000,205270,1760553000,2226181000
NN_HNX-INDEX,20080409,84320,3633100,20000,205270,1760553000,2226181000
NN_VNINDEX,20080409,84320,10436750,149000,205270,1760553000,2226181000
NN_HNX-INDEX,20080408,84320,13072100,69400,205270,1760553000,2226181000
NN_VNINDEX,20080408,84320,24373260,246000,205270,1760553000,2226181000
NN_HNX-INDEX,20080407,84320,1435900,200000,205270,1760553000,2226181000
NN_VNINDEX,20080407,84320,1927800,190000,205270,1760553000,2226181000
NN_HNX-INDEX,20080404,84320,425300,194000,205270,1760553000,2226181000
NN_VNINDEX,20080404,84320,785120,744160,205270,1760553000,2226181000
NN_HNX-INDEX,20080403,84320,302000,187800,205270,1760553000,2226181000
NN_VNINDEX,20080403,84320,829010,1095750,205270,1760553000,2226181000
NN_HNX-INDEX,20080402,84320,336500,47000,205270,1760553000,2226181000
NN_VNINDEX,20080402,84320,705040,485170,205270,1760553000,2226181000
NN_HNX-INDEX,20080401,84320,408000,160500,205270,1760553000,2226181000
NN_VNINDEX,20080401,84320,1426080,286110,205270,1760553000,2226181000
NN_HNX-INDEX,20080331,84320,612800,81000,205270,1760553000,2226181000
NN_VNINDEX,20080331,84320,2153030,551450,205270,1760553000,2226181000
NN_HNX-INDEX,20080328,84320,503400,115700,205270,1760553000,2226181000
NN_VNINDEX,20080328,84320,2589490,802000,205270,1760553000,2226181000
NN_HNX-INDEX,20080327,84320,689300,50200,205270,1760553000,2226181000
NN_VNINDEX,20080327,84320,5568080,612230,205270,1760553000,2226181000
NN_HNX-INDEX,20080326,84320,8251400,19700,205270,1760553000,2226181000
NN_VNINDEX,20080326,84320,17917220,702104,205270,1760553000,2226181000
NN_HNX-INDEX,20080325,84320,5171200,26100,205270,1760553000,2226181000
NN_VNINDEX,20080325,84320,6675490,796300,205270,1760553000,2226181000
NN_HNX-INDEX,20080324,84320,5087600,16100,205270,1760553000,2226181000
NN_VNINDEX,20080324,84320,7352510,1464513,205270,1760553000,2226181000
NN_HNX-INDEX,20080321,84320,5118300,15000,205270,1760553000,2226181000
NN_VNINDEX,20080321,84320,10334890,1419500,205270,1760553000,2226181000
NN_HNX-INDEX,20080320,84320,4055400,119100,205270,1760553000,2226181000
NN_VNINDEX,20080320,84320,9957530,70000,205270,1760553000,2226181000
NN_HNX-INDEX,20080319,84320,5491600,16000,205270,1760553000,2226181000
NN_VNINDEX,20080319,84320,17338000,303540,205270,1760553000,2226181000
NN_HNX-INDEX,20080318,84320,7505300,140900,205270,1760553000,2226181000
NN_VNINDEX,20080318,84320,7662260,641145,205270,1760553000,2226181000
NN_HNX-INDEX,20080317,84320,5196100,0,205270,1760553000,2226181000
NN_VNINDEX,20080317,84320,10225420,1312000,205270,1760553000,2226181000
NN_HNX-INDEX,20080314,84320,3414600,65700,205270,1760553000,2226181000
NN_VNINDEX,20080314,84320,8379060,2266096,205270,1760553000,2226181000
NN_HNX-INDEX,20080313,84320,3462000,0,205270,1760553000,2226181000
NN_VNINDEX,20080313,84320,8930090,289160,205270,1760553000,2226181000
NN_HNX-INDEX,20080312,84320,5514400,35500,205270,1760553000,2226181000
NN_VNINDEX,20080312,84320,12166910,290070,205270,1760553000,2226181000
NN_HNX-INDEX,20080311,84320,5953800,19000,205270,1760553000,2226181000
NN_VNINDEX,20080311,84320,13842800,226000,205270,1760553000,2226181000
NN_HNX-INDEX,20080310,84320,12919800,130700,205270,1760553000,2226181000
NN_VNINDEX,20080310,84320,23093020,1607090,205270,1760553000,2226181000
NN_HNX-INDEX,20080307,84320,2585100,60000,205270,1760553000,2226181000
NN_VNINDEX,20080307,84320,8169220,350040,205270,1760553000,2226181000
NN_HNX-INDEX,20080306,84320,2067300,76969,205270,1760553000,2226181000
NN_VNINDEX,20080306,84320,8845120,872811,205270,1760553000,2226181000
NN_HNX-INDEX,20080305,84320,7262000,19900,205270,1760553000,2226181000
NN_VNINDEX,20080305,84320,9009920,318000,205270,1760553000,2226181000
NN_HNX-INDEX,20080304,84320,5083800,94930,205270,1760553000,2226181000
NN_VNINDEX,20080304,84320,6939890,874020,205270,1760553000,2226181000
NN_HNX-INDEX,20080303,84320,4772200,208200,205270,1760553000,2226181000
NN_VNINDEX,20080303,84320,9393810,49500,205270,1760553000,2226181000
NN_HNX-INDEX,20080229,84320,3802700,33000,205270,1760553000,2226181000
NN_VNINDEX,20080229,84320,10351870,135000,205270,1760553000,2226181000
NN_HNX-INDEX,20080228,84320,3268500,68600,205270,1760553000,2226181000
NN_VNINDEX,20080228,84320,8434530,30000,205270,1760553000,2226181000
NN_HNX-INDEX,20080227,84320,4222600,17800,205270,1760553000,2226181000
NN_VNINDEX,20080227,84320,8388650,297200,205270,1760553000,2226181000
NN_HNX-INDEX,20080226,84320,4345500,157000,205270,1760553000,2226181000
NN_VNINDEX,20080226,84320,11049330,132000,205270,1760553000,2226181000
NN_HNX-INDEX,20080225,84320,4664300,44000,205270,1760553000,2226181000
NN_VNINDEX,20080225,84320,11418200,343090,205270,1760553000,2226181000
NN_HNX-INDEX,20080222,84320,7075700,96800,205270,1760553000,2226181000
NN_VNINDEX,20080222,84320,13878440,621910,205270,1760553000,2226181000
NN_HNX-INDEX,20080221,84320,4428400,128900,205270,1760553000,2226181000
NN_VNINDEX,20080221,84320,7424120,188600,205270,1760553000,2226181000
NN_HNX-INDEX,20080220,84320,4113700,45000,205270,1760553000,2226181000
NN_VNINDEX,20080220,84320,9454220,30000,205270,1760553000,2226181000
NN_HNX-INDEX,20080219,84320,4118500,61100,205270,1760553000,2226181000
NN_VNINDEX,20080219,84320,8701260,110493,205270,1760553000,2226181000
NN_HNX-INDEX,20080218,84320,4419900,47400,205270,1760553000,2226181000
NN_VNINDEX,20080218,84320,11864060,20000,205270,1760553000,2226181000
NN_HNX-INDEX,20080215,84320,2604500,30000,205270,1760553000,2226181000
NN_VNINDEX,20080215,84320,5580320,20240,205270,1760553000,2226181000
NN_HNX-INDEX,20080214,84320,3447400,47300,205270,1760553000,2226181000
NN_VNINDEX,20080214,84320,7075510,161080,205270,1760553000,2226181000
NN_HNX-INDEX,20080213,84320,3228200,71000,205270,1760553000,2226181000
NN_VNINDEX,20080213,84320,7012110,208119,205270,1760553000,2226181000
NN_HNX-INDEX,20080212,84320,2775100,103200,205270,1760553000,2226181000
NN_VNINDEX,20080212,84320,6027010,135000,205270,1760553000,2226181000
NN_HNX-INDEX,20080201,84320,6028000,50700,205270,1760553000,2226181000
NN_VNINDEX,20080201,84320,10929330,517220,205270,1760553000,2226181000
NN_HNX-INDEX,20080131,84320,4858900,50000,205270,1760553000,2226181000
NN_VNINDEX,20080131,84320,12386380,4159640,205270,1760553000,2226181000
NN_HNX-INDEX,20080130,84320,6453100,60000,205270,1760553000,2226181000
NN_VNINDEX,20080130,84320,10961810,160000,205270,1760553000,2226181000
